lncRNA,gene,corr,p_value,mean_bicor
Hottip,Cd2ap,0.123031768,0.111025005,-0.018087346
Gas5,Cd2ap,0.668102947,3.32E-23,0.275243132
Meg3,Cd2ap,0.059201327,0.444523905,0.178532165
Pvt1,Cd2ap,-0.078510048,0.310285652,0.130783522
Kcnq1ot1,Cd2ap,0.346121475,4.04E-06,0.336887388
Xist,Cdh6,0.518639695,5.08E-13,0.324577899
Malat1,Cdh6,-0.137626952,0.074363132,0.050059217
Airn,Cdh6,0.390260589,1.56E-07,0.262778973
Hotair,Cdh6,0.116645549,0.130967328,0.054523211
H19,Cdh6,0.345567975,4.19E-06,0.124316343
Neat1,Cdh6,-0.481074477,3.58E-11,-0.130568054
Hottip,Cdh6,-0.076451022,0.323185067,-0.018087346
Gas5,Cdh6,0.609969016,1.34E-18,0.275243132
Meg3,Cdh6,0.152212745,0.048199319,0.178532165
Pvt1,Cdh6,0.15332853,0.046562081,0.130783522
Kcnq1ot1,Cdh6,0.525235056,2.28E-13,0.336887388
Xist,Trip6,0.362680667,1.26E-06,0.324577899
Malat1,Trip6,-0.326090748,1.51E-05,0.050059217
Airn,Trip6,0.660179831,1.62E-22,0.262778973
Hotair,Trip6,0.092311437,0.232598158,0.054523211
H19,Trip6,0.552714469,6.63E-15,0.124316343
Neat1,Trip6,-0.386893117,2.04E-07,-0.130568054
Hottip,Trip6,-0.053346017,0.490922723,-0.018087346
Gas5,Trip6,0.805454385,8.73E-40,0.275243132
Meg3,Trip6,0.054322617,0.483009119,0.178532165
Pvt1,Trip6,-0.096643207,0.2113122,0.130783522
Kcnq1ot1,Trip6,0.374802112,5.15E-07,0.336887388
Xist,Ctnna3,0.000766414,0.992109496,0.324577899
Malat1,Ctnna3,0.291910931,0.000117688,0.050059217
Airn,Ctnna3,0.099640739,0.197423784,0.262778973
Hotair,Ctnna3,-0.017573637,0.8205954,0.054523211
H19,Ctnna3,-0.138743422,0.072020406,0.124316343
Neat1,Ctnna3,0.175297794,0.022629082,-0.130568054
Hottip,Ctnna3,-0.039643657,0.608830283,-0.018087346
Gas5,Ctnna3,-0.172272784,0.025110618,0.275243132
Meg3,Ctnna3,0.17488379,0.022955711,0.178532165
Pvt1,Ctnna3,0.347290371,3.73E-06,0.130783522
Kcnq1ot1,Ctnna3,0.258954052,0.000674856,0.336887388
Xist,Tiam1,0.08273188,0.284904492,0.324577899
Malat1,Tiam1,0.116520046,0.131385147,0.050059217
Airn,Tiam1,-0.147832044,0.055097586,0.262778973
Hotair,Tiam1,-0.061570037,0.426482699,0.054523211
H19,Tiam1,-0.169103476,0.027957427,0.124316343
Neat1,Tiam1,-0.23401573,0.002196709,-0.130568054
Hottip,Tiam1,-0.106546405,0.167971452,-0.018087346
Gas5,Tiam1,0.065306689,0.398900226,0.275243132
Meg3,Tiam1,0.319674226,2.27E-05,0.178532165
Pvt1,Tiam1,0.62259461,1.61E-19,0.130783522
Kcnq1ot1,Tiam1,0.339223385,6.43E-06,0.336887388
Xist,Lpxn,0.222761434,0.003601874,0.324577899
Malat1,Lpxn,0.254477902,0.000841412,0.050059217
Airn,Lpxn,-0.026256844,0.734712124,0.262778973
Hotair,Lpxn,0.096665911,0.211204444,0.054523211
H19,Lpxn,-0.243051033,0.001452058,0.124316343
Neat1,Lpxn,0.413559865,2.29E-08,-0.130568054
Hottip,Lpxn,0.150507708,0.050793571,-0.018087346
Gas5,Lpxn,-0.06937613,0.370105059,0.275243132
Meg3,Lpxn,0.179524838,0.019516837,0.178532165
Pvt1,Lpxn,0.164266379,0.032831912,0.130783522
Kcnq1ot1,Lpxn,0.125818179,0.103105507,0.336887388
Xist,Fermt1,0.093366771,0.227278484,0.324577899
Malat1,Fermt1,-0.169321952,0.027752697,0.050059217
Airn,Fermt1,0.296705984,8.96E-05,0.262778973
Hotair,Fermt1,0.028381189,0.714147965,0.054523211
H19,Fermt1,0.362486193,1.28E-06,0.124316343
Neat1,Fermt1,-0.180041893,0.019162853,-0.130568054
Hottip,Fermt1,0.01241549,0.872715918,-0.018087346
Gas5,Fermt1,0.342510542,5.16E-06,0.275243132
Meg3,Fermt1,0.201987059,0.008449859,0.178532165
Pvt1,Fermt1,-0.081294547,0.29338454,0.130783522
Kcnq1ot1,Fermt1,0.256636919,0.000756855,0.336887388
Xist,Triobp,0.528522634,1.52E-13,0.324577899
Malat1,Triobp,-0.249134446,0.001089358,0.050059217
Airn,Triobp,0.304972374,5.54E-05,0.262778973
Hotair,Triobp,-0.007039473,0.927623628,0.054523211
H19,Triobp,0.392341064,1.32E-07,0.124316343
Neat1,Triobp,-0.523562828,2.80E-13,-0.130568054
Hottip,Triobp,-0.028310019,0.714833687,-0.018087346
Gas5,Triobp,0.569682993,6.32E-16,0.275243132
Meg3,Triobp,0.183890954,0.016698206,0.178532165
Pvt1,Triobp,-0.164282397,0.03281465,0.130783522
Kcnq1ot1,Triobp,0.345299208,4.27E-06,0.336887388
Xist,Cdh18,0.28719768,0.000153132,0.324577899
Malat1,Cdh18,-0.141414733,0.066657691,0.050059217
Airn,Cdh18,0.14713824,0.056261535,0.262778973
Hotair,Cdh18,-0.012868331,0.868114762,0.054523211
H19,Cdh18,0.096261851,0.213128119,0.124316343
Neat1,Cdh18,-0.299938372,7.44E-05,-0.130568054
Hottip,Cdh18,-0.07904452,0.306993127,-0.018087346
Gas5,Cdh18,0.246615843,0.001228047,0.275243132
Meg3,Cdh18,0.494270326,8.52E-12,0.178532165
Pvt1,Cdh18,0.157040808,0.041445201,0.130783522
Kcnq1ot1,Cdh18,0.327293854,1.40E-05,0.336887388
Xist,Itgb5,0.315703317,2.90E-05,0.324577899
Malat1,Itgb5,-0.024830019,0.748631774,0.050059217
Airn,Itgb5,0.663615344,8.19E-23,0.262778973
Hotair,Itgb5,0.116290939,0.132150516,0.054523211
H19,Itgb5,0.323979029,1.73E-05,0.124316343
Neat1,Itgb5,-0.036885412,0.633993424,-0.130568054
Hottip,Itgb5,-0.046245205,0.550477094,-0.018087346
Gas5,Itgb5,0.419073163,1.42E-08,0.275243132
Meg3,Itgb5,0.033793656,0.662704944,0.178532165
Pvt1,Itgb5,-0.126977464,0.099944686,0.130783522
Kcnq1ot1,Itgb5,0.300408381,7.24E-05,0.336887388
Xist,Sdcbp,0.231168509,0.002494937,0.324577899
Malat1,Sdcbp,0.071516556,0.355486869,0.050059217
Airn,Sdcbp,0.152125901,0.048328735,0.262778973
Hotair,Sdcbp,0.10230874,0.185629765,0.054523211
H19,Sdcbp,-0.133804674,0.08285448,0.124316343
Neat1,Sdcbp,0.092924998,0.229494798,-0.130568054
Hottip,Sdcbp,0.051128876,0.509141968,-0.018087346
Gas5,Sdcbp,0.08378136,0.278817523,0.275243132
Meg3,Sdcbp,0.261987733,0.00057986,0.178532165
Pvt1,Sdcbp,0.418954329,1.44E-08,0.130783522
Kcnq1ot1,Sdcbp,0.269011061,0.000405297,0.336887388
Xist,Mpp7,0.633428724,2.43E-20,0.324577899
Malat1,Mpp7,0.123971038,0.108303918,0.050059217
Airn,Mpp7,0.357689816,1.80E-06,0.262778973
Hotair,Mpp7,0.036837326,0.634435967,0.054523211
H19,Mpp7,0.046160043,0.551212168,0.124316343
Neat1,Mpp7,-0.05862561,0.44897313,-0.130568054
Hottip,Mpp7,-0.057514566,0.457629829,-0.018087346
Gas5,Mpp7,0.249806693,0.00105485,0.275243132
Meg3,Mpp7,0.121020676,0.117030841,0.178532165
Pvt1,Mpp7,-0.043011705,0.578717286,0.130783522
Kcnq1ot1,Mpp7,0.409709589,3.18E-08,0.336887388
Xist,Flna,0.523623242,2.78E-13,0.324577899
Malat1,Flna,-0.265197015,0.000492912,0.050059217
Airn,Flna,0.68736485,5.72E-25,0.262778973
Hotair,Flna,0.070248407,0.36410367,0.054523211
H19,Flna,0.561301251,2.05E-15,0.124316343
Neat1,Flna,-0.375068711,5.05E-07,-0.130568054
Hottip,Flna,0.040316273,0.602761535,-0.018087346
Gas5,Flna,0.727462599,4.05E-29,0.275243132
Meg3,Flna,0.118514717,0.124864784,0.178532165
Pvt1,Flna,-0.085486991,0.269113138,0.130783522
Kcnq1ot1,Flna,0.431144143,4.86E-09,0.336887388
Xist,Myh9,0.30439411,5.73E-05,0.324577899
Malat1,Myh9,-0.210187892,0.006090432,0.050059217
Airn,Myh9,0.670619887,1.99E-23,0.262778973
Hotair,Myh9,0.070987539,0.359065811,0.054523211
H19,Myh9,0.45034196,8.08E-10,0.124316343
Neat1,Myh9,-0.160629053,0.036956312,-0.130568054
Hottip,Myh9,0.103131346,0.182099695,-0.018087346
Gas5,Myh9,0.688089783,4.88E-25,0.275243132
Meg3,Myh9,-0.014002036,0.856615326,0.178532165
Pvt1,Myh9,-0.130894898,0.089827044,0.130783522
Kcnq1ot1,Myh9,0.256357997,0.00076732,0.336887388
Xist,Tjp2,0.18964998,0.013526169,0.324577899
Malat1,Tjp2,-0.271630688,0.000353728,0.050059217
Airn,Tjp2,0.530346132,1.21E-13,0.262778973
Hotair,Tjp2,0.129481071,0.093379941,0.054523211
H19,Tjp2,0.447814945,1.03E-09,0.124316343
Neat1,Tjp2,-0.327253765,1.41E-05,-0.130568054
Hottip,Tjp2,0.052339516,0.499150315,-0.018087346
Gas5,Tjp2,0.733095026,9.23E-30,0.275243132
Meg3,Tjp2,0.018003505,0.816283758,0.178532165
Pvt1,Tjp2,-0.048097367,0.534609655,0.130783522
Kcnq1ot1,Tjp2,0.283469214,0.000187976,0.336887388
Xist,Pxn,0.517148801,6.08E-13,0.324577899
Malat1,Pxn,0.009749919,0.899881349,0.050059217
Airn,Pxn,0.699518047,3.74E-26,0.262778973
Hotair,Pxn,0.059579284,0.441616604,0.054523211
H19,Pxn,0.379719249,3.55E-07,0.124316343
Neat1,Pxn,-0.044909984,0.56205664,-0.130568054
Hottip,Pxn,0.036913429,0.633735642,-0.018087346
Gas5,Pxn,0.439076988,2.35E-09,0.275243132
Meg3,Pxn,0.089803169,0.245591303,0.178532165
Pvt1,Pxn,-0.154010508,0.04558442,0.130783522
Kcnq1ot1,Pxn,0.411848361,2.65E-08,0.336887388
Xist,Zyx,0.350958576,2.89E-06,0.324577899
Malat1,Zyx,-0.21609805,0.004774814,0.050059217
Airn,Zyx,0.646165299,2.38E-21,0.262778973
Hotair,Zyx,0.084149614,0.276702582,0.054523211
H19,Zyx,0.469394926,1.21E-10,0.124316343
Neat1,Zyx,-0.285361663,0.000169459,-0.130568054
Hottip,Zyx,-0.04858516,0.530469116,-0.018087346
Gas5,Zyx,0.656224771,3.51E-22,0.275243132
Meg3,Zyx,0.136979168,0.075750445,0.178532165
Pvt1,Zyx,-0.048869886,0.528059754,0.130783522
Kcnq1ot1,Zyx,0.403377459,5.39E-08,0.336887388
Xist,Vav2,0.527151267,1.80E-13,0.324577899
Malat1,Vav2,-0.23704561,0.001915232,0.050059217
Airn,Vav2,0.319927207,2.23E-05,0.262778973
Hotair,Vav2,0.060354892,0.435684438,0.054523211
H19,Vav2,0.364978363,1.07E-06,0.124316343
Neat1,Vav2,-0.473696619,7.78E-11,-0.130568054
Hottip,Vav2,-0.091642822,0.236013441,-0.018087346
Gas5,Vav2,0.664549315,6.80E-23,0.275243132
Meg3,Vav2,0.190887223,0.012918077,0.178532165
Pvt1,Vav2,-0.098598453,0.202175872,0.130783522
Kcnq1ot1,Vav2,0.349454099,3.21E-06,0.336887388
Xist,Ptpn1,0.358579267,1.69E-06,0.324577899
Malat1,Ptpn1,-0.144571323,0.06074556,0.050059217
Airn,Ptpn1,0.256615953,0.000757637,0.262778973
Hotair,Ptpn1,0.01101828,0.886938716,0.054523211
H19,Ptpn1,0.35032779,3.02E-06,0.124316343
Neat1,Ptpn1,-0.47931342,4.32E-11,-0.130568054
Hottip,Ptpn1,-0.074282767,0.337137847,-0.018087346
Gas5,Ptpn1,0.709618627,3.48E-27,0.275243132
Meg3,Ptpn1,0.244126647,0.001380821,0.178532165
Pvt1,Ptpn1,0.107046651,0.165972357,0.130783522
Kcnq1ot1,Ptpn1,0.351873929,2.71E-06,0.336887388
Xist,Syk,0.393133122,1.24E-07,0.324577899
Malat1,Syk,-0.127487359,0.09857892,0.050059217
Airn,Syk,0.216908182,0.00461591,0.262778973
Hotair,Syk,0.129714038,0.092786933,0.054523211
H19,Syk,0.436585575,2.96E-09,0.124316343
Neat1,Syk,-0.21348848,0.005320561,-0.130568054
Hottip,Syk,0.034030948,0.660483152,-0.018087346
Gas5,Syk,0.354205928,2.31E-06,0.275243132
Meg3,Syk,0.164552884,0.032524326,0.178532165
Pvt1,Syk,-0.186946986,0.014942494,0.130783522
Kcnq1ot1,Syk,0.152788003,0.047349332,0.336887388
Xist,Ldb3,-0.312281838,3.57E-05,0.324577899
Malat1,Ldb3,-0.084218095,0.276310486,0.050059217
Airn,Ldb3,0.166373863,0.030625994,0.262778973
Hotair,Ldb3,0.232047267,0.002399194,0.054523211
H19,Ldb3,0.154286267,0.045193998,0.124316343
Neat1,Ldb3,-0.120081537,0.119920655,-0.130568054
Hottip,Ldb3,0.022426647,0.772260733,-0.018087346
Gas5,Ldb3,0.404048104,5.10E-08,0.275243132
Meg3,Ldb3,-0.14499448,0.059986788,0.178532165
Pvt1,Ldb3,0.169512234,0.027575432,0.130783522
Kcnq1ot1,Ldb3,-0.0794193,0.304698091,0.336887388
Xist,Grb7,0.000894946,0.990786273,0.324577899
Malat1,Grb7,-0.333693387,9.27E-06,0.050059217
Airn,Grb7,0.25905373,0.00067152,0.262778973
Hotair,Grb7,-0.00641223,0.934057345,0.054523211
H19,Grb7,0.083140527,0.282523838,0.124316343
Neat1,Grb7,0.094645602,0.22094815,-0.130568054
Hottip,Grb7,0.0858797,0.266911716,-0.018087346
Gas5,Grb7,0.330077052,1.17E-05,0.275243132
Meg3,Grb7,-0.236174441,0.001992599,0.178532165
Pvt1,Grb7,-0.180191754,0.019061302,0.130783522
Kcnq1ot1,Grb7,-0.142237937,0.065072367,0.336887388
Xist,Itga5,0.270716897,0.000370983,0.324577899
Malat1,Itga5,-0.373628467,5.63E-07,0.050059217
Airn,Itga5,0.6202194,2.42E-19,0.262778973
Hotair,Itga5,0.019911744,0.797211954,0.054523211
H19,Itga5,0.561504909,2.00E-15,0.124316343
Neat1,Itga5,-0.260105878,0.000637216,-0.130568054
Hottip,Itga5,-0.000208382,0.997854601,-0.018087346
Gas5,Itga5,0.600283163,6.37E-18,0.275243132
Meg3,Itga5,-0.026443555,0.732896898,0.178532165
Pvt1,Itga5,-0.240195673,0.00165775,0.130783522
Kcnq1ot1,Itga5,0.216514824,0.004692463,0.336887388
Xist,Trpv4,0.254165,0.000854363,0.324577899
Malat1,Trpv4,0.32951311,1.22E-05,0.050059217
Airn,Trpv4,0.366173079,9.78E-07,0.262778973
Hotair,Trpv4,-0.035131369,0.650218799,0.054523211
H19,Trpv4,-0.129666743,0.092907079,0.124316343
Neat1,Trpv4,0.13083041,0.089986717,-0.130568054
Hottip,Trpv4,-0.007435476,0.923564159,-0.018087346
Gas5,Trpv4,0.127071107,0.099692748,0.275243132
Meg3,Trpv4,0.228705207,0.002782065,0.178532165
Pvt1,Trpv4,0.208712831,0.006465552,0.130783522
Kcnq1ot1,Trpv4,0.351293087,2.83E-06,0.336887388
Xist,Pip5k1c,0.393631291,1.19E-07,0.324577899
Malat1,Pip5k1c,0.391961915,1.36E-07,0.050059217
Airn,Pip5k1c,-0.071054834,0.358609301,0.262778973
Hotair,Pip5k1c,-0.011389065,0.883160623,0.054523211
H19,Pip5k1c,-0.217415542,0.004518827,0.124316343
Neat1,Pip5k1c,-0.054736268,0.479678028,-0.130568054
Hottip,Pip5k1c,-0.090772847,0.240509685,-0.018087346
Gas5,Pip5k1c,0.08427102,0.276007711,0.275243132
Meg3,Pip5k1c,0.459645639,3.25E-10,0.178532165
Pvt1,Pip5k1c,0.517272017,5.99E-13,0.130783522
Kcnq1ot1,Pip5k1c,0.542293545,2.63E-14,0.336887388
Xist,Lyn,0.316888713,2.70E-05,0.324577899
Malat1,Lyn,0.068059215,0.379280224,0.050059217
Airn,Lyn,0.430394758,5.20E-09,0.262778973
Hotair,Lyn,-0.021296469,0.783446443,0.054523211
H19,Lyn,0.07779696,0.314714351,0.124316343
Neat1,Lyn,0.359687695,1.56E-06,-0.130568054
Hottip,Lyn,0.099944849,0.196052647,-0.018087346
Gas5,Lyn,0.067014318,0.386657939,0.275243132
Meg3,Lyn,-0.155588219,0.043388218,0.178532165
Pvt1,Lyn,-0.210907833,0.005914499,0.130783522
Kcnq1ot1,Lyn,0.08327503,0.281743198,0.336887388
Xist,Adam9,0.262243622,0.00057244,0.324577899
Malat1,Adam9,0.3996273,7.34E-08,0.050059217
Airn,Adam9,0.247734876,0.001164545,0.262778973
Hotair,Adam9,0.123340127,0.110125846,0.054523211
H19,Adam9,-0.101648355,0.188499778,0.124316343
Neat1,Adam9,0.171772927,0.025542374,-0.130568054
Hottip,Adam9,0.050306252,0.515990025,-0.018087346
Gas5,Adam9,-0.089710234,0.246082218,0.275243132
Meg3,Adam9,-0.079473304,0.304368317,0.178532165
Pvt1,Adam9,0.088336693,0.253417333,0.130783522
Kcnq1ot1,Adam9,0.248337118,0.001131628,0.336887388
Xist,Itgal,0.279804776,0.000229301,0.324577899
Malat1,Itgal,0.121793513,0.114693646,0.050059217
Airn,Itgal,0.378099037,4.02E-07,0.262778973
Hotair,Itgal,0.03252814,0.674603402,0.054523211
H19,Itgal,0.015128752,0.845216588,0.124316343
Neat1,Itgal,0.296726838,8.95E-05,-0.130568054
Hottip,Itgal,0.134533899,0.081176992,-0.018087346
Gas5,Itgal,-0.057818582,0.455251906,0.275243132
Meg3,Itgal,-0.099151272,0.199645221,0.178532165
Pvt1,Itgal,-0.265675994,0.000481021,0.130783522
Kcnq1ot1,Itgal,0.081356148,0.293017697,0.336887388
Xist,Slc3a2,0.068120195,0.378852329,0.324577899
Malat1,Slc3a2,0.181628381,0.018111211,0.050059217
Airn,Slc3a2,-0.061207562,0.429215736,0.262778973
Hotair,Slc3a2,0.121093462,0.116809156,0.054523211
H19,Slc3a2,-0.123522826,0.109595801,0.124316343
Neat1,Slc3a2,-0.075117851,0.331719262,-0.130568054
Hottip,Slc3a2,-0.112567885,0.145072989,-0.018087346
Gas5,Slc3a2,0.196269547,0.010542991,0.275243132
Meg3,Slc3a2,0.294828383,9.98E-05,0.178532165
Pvt1,Slc3a2,0.455076761,5.10E-10,0.130783522
Kcnq1ot1,Slc3a2,0.082350623,0.287137673,0.336887388
Xist,Itgae,0.199653978,0.009254824,0.324577899
Malat1,Itgae,-0.273033635,0.000328679,0.050059217
Airn,Itgae,0.441430724,1.88E-09,0.262778973
Hotair,Itgae,0.133115924,0.084464318,0.054523211
H19,Itgae,0.424254468,9.02E-09,0.124316343
Neat1,Itgae,-0.201814422,0.008507223,-0.130568054
Hottip,Itgae,0.139714855,0.070031083,-0.018087346
Gas5,Itgae,0.595486105,1.35E-17,0.275243132
Meg3,Itgae,0.030486224,0.693971632,0.178532165
Pvt1,Itgae,-0.167608223,0.029393525,0.130783522
Kcnq1ot1,Itgae,0.14802715,0.054773878,0.336887388
Xist,Cib2,0.388025838,1.86E-07,0.324577899
Malat1,Cib2,0.515946055,7.02E-13,0.050059217
Airn,Cib2,-0.07370753,0.340902981,0.262778973
Hotair,Cib2,0.055393272,0.474412871,0.054523211
H19,Cib2,-0.354772597,2.22E-06,0.124316343
Neat1,Cib2,0.105342451,0.172856082,-0.130568054
Hottip,Cib2,-0.06414433,0.407364097,-0.018087346
Gas5,Cib2,-0.064163963,0.407220258,0.275243132
Meg3,Cib2,0.546797084,1.46E-14,0.178532165
Pvt1,Cib2,0.479314952,4.32E-11,0.130783522
Kcnq1ot1,Cib2,0.578575939,1.75E-16,0.336887388
Xist,Casp3,0.499035681,4.99E-12,0.324577899
Malat1,Casp3,-0.285009297,0.000172773,0.050059217
Airn,Casp3,0.230190879,0.002605512,0.262778973
Hotair,Casp3,0.004111262,0.957692103,0.054523211
H19,Casp3,0.394548413,1.11E-07,0.124316343
Neat1,Casp3,-0.532491938,9.24E-14,-0.130568054
Hottip,Casp3,-0.007875676,0.919053946,-0.018087346
Gas5,Casp3,0.662531478,1.02E-22,0.275243132
Meg3,Casp3,0.111674818,0.14831088,0.178532165
Pvt1,Casp3,-0.058724142,0.448209885,0.130783522
Kcnq1ot1,Casp3,0.318612461,2.42E-05,0.336887388
Xist,Pld1,0.588680873,3.85E-17,0.324577899
Malat1,Pld1,0.327432411,1.39E-05,0.050059217
Airn,Pld1,0.253263484,0.000892708,0.262778973
Hotair,Pld1,0.01734435,0.822897401,0.054523211
H19,Pld1,-0.075413603,0.329813682,0.124316343
Neat1,Pld1,0.243515498,0.001420895,-0.130568054
Hottip,Pld1,-0.005641442,0.941969232,-0.018087346
Gas5,Pld1,-0.048189441,0.533826863,0.275243132
Meg3,Pld1,0.136051615,0.077773283,0.178532165
Pvt1,Pld1,0.172414602,0.024989268,0.130783522
Kcnq1ot1,Pld1,0.425125443,8.35E-09,0.336887388
Xist,Raver1,0.15476058,0.044528998,0.324577899
Malat1,Raver1,-0.047124765,0.542913338,0.050059217
Airn,Raver1,0.121585442,0.115319279,0.262778973
Hotair,Raver1,-0.012644647,0.870386991,0.054523211
H19,Raver1,0.010126466,0.896036064,0.124316343
Neat1,Raver1,-0.041282919,0.594087478,-0.130568054
Hottip,Raver1,-0.014291368,0.853685291,-0.018087346
Gas5,Raver1,0.159760738,0.038003112,0.275243132
Meg3,Raver1,0.091034075,0.23915336,0.178532165
Pvt1,Raver1,-0.003254499,0.966503004,0.130783522
Kcnq1ot1,Raver1,0.106347383,0.168771749,0.336887388
Xist,Capza1,0.426099224,7.65E-09,0.324577899
Malat1,Capza1,-0.451135428,7.48E-10,0.050059217
Airn,Capza1,0.529590103,1.33E-13,0.262778973
Hotair,Capza1,0.053865715,0.486702922,0.054523211
H19,Capza1,0.566835361,9.47E-16,0.124316343
Neat1,Capza1,-0.478531395,4.69E-11,-0.130568054
Hottip,Capza1,-0.003765211,0.961250311,-0.018087346
Gas5,Capza1,0.689585325,3.51E-25,0.275243132
Meg3,Capza1,0.055277336,0.475339676,0.178532165
Pvt1,Capza1,-0.106926247,0.166451891,0.130783522
Kcnq1ot1,Capza1,0.286662741,0.000157731,0.336887388
Xist,Cdh2,0.350471878,2.99E-06,0.324577899
Malat1,Cdh2,-0.117059829,0.129595376,0.050059217
Airn,Cdh2,0.100746758,0.192470274,0.262778973
Hotair,Cdh2,-0.063362559,0.413115871,0.054523211
H19,Cdh2,0.231735133,0.002432814,0.124316343
Neat1,Cdh2,-0.446559914,1.16E-09,-0.130568054
Hottip,Cdh2,-0.104015058,0.178362644,-0.018087346
Gas5,Cdh2,0.307097068,4.88E-05,0.275243132
Meg3,Cdh2,0.13966016,0.070141889,0.178532165
Pvt1,Cdh2,-0.042395527,0.584174308,0.130783522
Kcnq1ot1,Cdh2,0.333622385,9.31E-06,0.336887388
Xist,Eng,0.317385091,2.62E-05,0.324577899
Malat1,Eng,-0.033258134,0.667729873,0.050059217
Airn,Eng,0.535553075,6.27E-14,0.262778973
Hotair,Eng,0.021473603,0.781690297,0.054523211
H19,Eng,0.227472098,0.002936751,0.124316343
Neat1,Eng,0.042577332,0.58256173,-0.130568054
Hottip,Eng,-0.116725003,0.130703342,-0.018087346
Gas5,Eng,0.267812225,0.000431146,0.275243132
Meg3,Eng,-0.023792238,0.758807576,0.178532165
Pvt1,Eng,-0.281185375,0.000212829,0.130783522
Kcnq1ot1,Eng,0.181096033,0.018458366,0.336887388
Xist,Vav1,0.215667166,0.004861313,0.324577899
Malat1,Vav1,0.442368007,1.73E-09,0.050059217
Airn,Vav1,-0.213849583,0.005241857,0.262778973
Hotair,Vav1,0.056384361,0.466530271,0.054523211
H19,Vav1,-0.450053249,8.31E-10,0.124316343
Neat1,Vav1,0.392757048,1.28E-07,-0.130568054
Hottip,Vav1,0.015642537,0.840029226,-0.018087346
Gas5,Vav1,-0.333491657,9.39E-06,0.275243132
Meg3,Vav1,0.381890787,3.00E-07,0.178532165
Pvt1,Vav1,0.292819285,0.000111807,0.130783522
Kcnq1ot1,Vav1,0.256807066,0.000750535,0.336887388
Xist,Racgap1,0.371780825,6.46E-07,0.324577899
Malat1,Racgap1,-0.48547751,2.23E-11,0.050059217
Airn,Racgap1,0.463254563,2.26E-10,0.262778973
Hotair,Racgap1,0.056512644,0.465515266,0.054523211
H19,Racgap1,0.53495185,6.77E-14,0.124316343
Neat1,Racgap1,-0.497305805,6.07E-12,-0.130568054
Hottip,Racgap1,-0.062911105,0.416458984,-0.018087346
Gas5,Racgap1,0.782184802,3.80E-36,0.275243132
Meg3,Racgap1,0.126793723,0.100440492,0.178532165
Pvt1,Racgap1,-0.087039783,0.260480428,0.130783522
Kcnq1ot1,Racgap1,0.311559389,3.73E-05,0.336887388
Xist,Sorbs3,0.226878489,0.003013955,0.324577899
Malat1,Sorbs3,0.06170268,0.425485101,0.050059217
Airn,Sorbs3,0.446465359,1.17E-09,0.262778973
Hotair,Sorbs3,0.22404863,0.003407816,0.054523211
H19,Sorbs3,0.17438312,0.02335613,0.124316343
Neat1,Sorbs3,0.12816926,0.096775561,-0.130568054
Hottip,Sorbs3,-0.106650736,0.16755305,-0.018087346
Gas5,Sorbs3,0.175268114,0.022652364,0.275243132
Meg3,Sorbs3,-0.093937595,0.224437197,0.178532165
Pvt1,Sorbs3,0.016143709,0.834975838,0.130783522
Kcnq1ot1,Sorbs3,0.29092955,0.000124367,0.336887388
Xist,Itga8,0.110688005,0.151951953,0.324577899
Malat1,Itga8,-0.1671458,0.029850194,0.050059217
Airn,Itga8,0.259574222,0.000654343,0.262778973
Hotair,Itga8,-0.081408175,0.292708105,0.054523211
H19,Itga8,0.266034746,0.000472289,0.124316343
Neat1,Itga8,-0.161155619,0.036333441,-0.130568054
Hottip,Itga8,-0.056822987,0.463064801,-0.018087346
Gas5,Itga8,0.118028585,0.126430374,0.275243132
Meg3,Itga8,-0.099750582,0.196927733,0.178532165
Pvt1,Itga8,0.022997426,0.766629179,0.130783522
Kcnq1ot1,Itga8,0.020794459,0.788429394,0.336887388
Xist,Arf6,0.25260761,0.000921591,0.324577899
Malat1,Arf6,-0.346125757,4.04E-06,0.050059217
Airn,Arf6,0.527185641,1.79E-13,0.262778973
Hotair,Arf6,0.099704301,0.197136628,0.054523211
H19,Arf6,0.476287055,5.94E-11,0.124316343
Neat1,Arf6,-0.359300046,1.61E-06,-0.130568054
Hottip,Arf6,0.143623595,0.062473561,-0.018087346
Gas5,Arf6,0.823713044,5.27E-43,0.275243132
Meg3,Arf6,0.079302351,0.305413034,0.178532165
Pvt1,Arf6,-0.040027769,0.605361291,0.130783522
Kcnq1ot1,Arf6,0.200215845,0.009055005,0.336887388
Xist,Slc9a1,0.264653981,0.000506722,0.324577899
Malat1,Slc9a1,0.357093653,1.88E-06,0.050059217
Airn,Slc9a1,0.142445718,0.064677133,0.262778973
Hotair,Slc9a1,0.098409307,0.203047025,0.054523211
H19,Slc9a1,-0.11265154,0.144772461,0.124316343
Neat1,Slc9a1,0.031758655,0.681877997,-0.130568054
Hottip,Slc9a1,-0.054147123,0.4844261,-0.018087346
Gas5,Slc9a1,0.103618734,0.180031569,0.275243132
Meg3,Slc9a1,0.412243632,2.56E-08,0.178532165
Pvt1,Slc9a1,0.503872198,2.88E-12,0.130783522
Kcnq1ot1,Slc9a1,0.484664215,2.44E-11,0.336887388
Xist,Lims2,-0.192214647,0.012292442,0.324577899
Malat1,Lims2,0.587411272,4.67E-17,0.050059217
Airn,Lims2,-0.184958247,0.016065648,0.262778973
Hotair,Lims2,0.038654721,0.617801635,0.054523211
H19,Lims2,-0.408746066,3.44E-08,0.124316343
